
Girish,Apr,"Good college. Everywhere, there are placement problems. College doesn't provide more companies. But for taking good education, it will help. If you don't need placement but want good staff and education, then college is best for that. Compared to other colleges, campus placement is bad. Only 2-3 companies places the students. ","Sentiment(polarity=0.346875, subjectivity=0.5802083333333333)"
Rucha,Aug,"The placements of my senior batch were good. Most of the students got the internship from college, and also, most of them got PPOs. There is a placement cell in the college, and it handles the summer internship programme and the final placements, and it is very efficient. ","Sentiment(polarity=0.38, subjectivity=0.58)"
Sritam,May,"The placement scenario was very good. The average package stood at 7.6 LPA. The diversity in the jobs offered was very impressive, especially in banking and development sectors. 95% of the students took their summer placements from campus recruitment. ","Sentiment(polarity=0.43999999999999995, subjectivity=0.795)"
Sumit,May,"Placement is good. Always 100 percent placement. Company from various sectors comes for the final placement. They offer profiles in sales and marketing, operations, IT, consultantancy. Internship is also 100 percent. The placement record is very good this year. ","Sentiment(polarity=0.40249999999999997, subjectivity=0.7200000000000001)"
Ashutosh,May,"This year XSRM has achieved 100% placement. It has maintained the track record of 100% placement for last 23 years. Students are offered jobs in various sectors like consultancy, micro-finance, Banking, CSR, marketing and development sector. The highest package stood at 13 Lacs from Delloite. The average package of the batch 2016-18 stood at 7.67 Lacs per annum. XSRM also achieved 100% placement in summer internship too. The highest Stipend stood at INR 45000 offered by PWC. The average stipend of the batch 2017-19 stood at INR 13000. ","Sentiment(polarity=-0.075, subjectivity=0.3416666666666666)"
Raunak,Dec,"The placement is average. We cannot say that they give huge packages, but it is average. But if you have good skills then you can get a good package. Recently, BYJU recruited a student offering a package of Rs. 9 LPA which is the highest till date. Believe in yourself. ","Sentiment(polarity=0.25, subjectivity=0.525)"
Nilanjana,Oct,"The placements are very good. 85% placement takes places in the campus itself. Last year the highest salary was Rs. 50,000. the pay scale varies according to the result and performance of the student. Wipro, Bajaj Finance etc. Companies came for offering jobs. All over the placement cell is great in our college. ","Sentiment(polarity=0.57, subjectivity=0.5322222222222223)"
Swetank,Apr,"Frankly speaking the placement of my course is simply awesome. After the completion of 4th Semester, the college will send you on your training sessions for approximately a couple of months. After the completion of your training, various hospitals like Columbia Asia, Apollo hospital, Max care hospital including various other hospitals from different states of India comes for the placement and you get various opportunities to sit for the interview. Past year, there was 100% placement and it has been continuing from previous year. My college is on the top list for placement or providing education of HOSPITAL MANAGEMENT course in the Eastern Ind... 
Read More","Sentiment(polarity=0.09621212121212121, subjectivity=0.49924242424242427)"
Saquib,Jan,"I think our batch gets the better opportunities compared to our seniors. They got the placed in the different companies like Essar Oil and Gas, Simplafix Structure, Shyam Industrial, and many more. Some of the seniors also got good marks in GATE and CAT examinations. ","Sentiment(polarity=0.44000000000000006, subjectivity=0.54)"
Saurabh,Sep,"The placements in the college are good. Every year, about 70% of the students get place in reputed companies. Regular seminars on new technologies that are introduced are conducted in the college. Our college stood first amongst the internship opportunities and the number of students who received it. ","Sentiment(polarity=0.2715909090909091, subjectivity=0.3662004662004662)"
Sudarshan,May,There is a good placement in our college.90% students were paced last year approximately. Many it companies visited our campus. More than 64% students got internship from our college. Normal 3 Lacs package offered in our college. Last year two to three students got the highest 9 Lacs package. ,"Sentiment(polarity=0.3083333333333333, subjectivity=0.3972222222222222)"
Satyam,May,"Placement scenario is as any normal private college has, okay type having maximum package of 4.5 Lacs per annum. In ENTC branch out of 300 students, 30 were selected in campus placement. The T&P cell organises training workshop for the students to make the industry ready. ","Sentiment(polarity=0.21250000000000002, subjectivity=0.50625)"
Sudhanshu,May,I'm a first year student of skncoe Pune. The as told by the seniors the placements are excellent for CS and IT branch but below average for mechanical and electrical branches. 80% from CS branch were placed last year. The placements for IT branch are said to be the best in whole sinhagad group of institutes. Whereas mech and electrical branches have poor placements record in skncoe. ,"Sentiment(polarity=0.27142857142857146, subjectivity=0.4428571428571428)"
